t,equal_delta_rad,unequal_delta_rad,equal_R,unequal_R
1,0.019172426930815556,0.03167242693081551,0.9999540526075626,0.9998746097920773
25,0.019172426930815778,0.3316724269308142,0.9999540526075626,0.9862806604734988
50,0.019172426930815778,0.6441724269308149,0.9999540526075626,0.948577099892393
100,0.019172426930815778,1.2691724269308238,0.9999540526075626,0.8053170764126157
200,0.019172426930815334,2.5191724269308033,0.9999540526075626,0.30621084434924073
300,0.019172426930815334,2.5140128802487784,0.9999540526075626,0.30866567329305
