identifier,label,coupling,mean_first_order,mean_second_order,std_real_second_order,selected_scalar,increment_cv,radial_permutation_entropy,weak_record_in_released_residual_pair
audit-kuramoto-1-019,1,0.31161721663909514,0.774910388134709,0.6882151394763812,0.500783688323108,-0.6152686737242098,0.3263544160960009,0.6038058053402364,True
audit-kuramoto-1-020,1,0.057625184568525306,0.432020182020449,0.41660824604801877,0.3311857014815779,-1.1455736973248076,0.22217153284779131,0.6985616632973749,False
audit-kuramoto-1-021,1,0.4339627848990426,0.9517982017842684,0.8177847320906488,0.5815831204513644,-0.6804124937729379,0.33118715919556957,0.653992671984685,True
audit-kuramoto-1-022,1,0.1482438596123193,0.464472404628444,0.522900047663114,0.40551142011646785,-1.0719303620017773,0.23663148236303605,0.691203560750051,False
audit-kuramoto-1-023,1,0.3719127088684553,0.4484148113580307,0.40212206539226114,0.30982204045835454,-1.2602258138383327,0.20531930931150455,0.7240005782352816,False
audit-kuramoto-1-024,1,0.3113890291040808,0.9214321984377047,0.7023373097288317,0.49600015609984,-0.771641757233525,0.2812506936097337,0.6084338392023025,False
audit-kuramoto-1-025,1,0.4286046040168643,0.7834195831418274,0.26058270894749813,0.1850469271863687,-1.6853066538527803,0.13769973706909505,0.7427668173214722,False
audit-kuramoto-1-026,1,0.3729428579107068,0.9957630453946006,0.9831126581708697,0.6971505265315203,-0.3182582395618145,0.4190399391674358,0.5760672894303581,True
audit-kuramoto-1-027,1,0.420575919927612,0.8465513917442756,0.4627536788789135,0.3279320001525668,-1.1667744044040302,0.19344399976455934,0.6212679508028985,False
audit-kuramoto-1-028,1,0.18604603087814367,0.5496078233828576,0.38100329444090925,0.29064409065314073,-1.388497151953607,0.17561165223111222,0.7039956603730667,False
audit-kuramoto-1-029,1,0.28010081703980955,0.5975592511451409,0.23806518948488545,0.17911896858533669,-1.8381000969340697,0.1316625343318206,0.8274446313353384,False
audit-kuramoto-1-030,1,0.09218453617868541,0.40472444036350536,0.41253815015900097,0.33265616019986943,-1.1441785648944194,0.22617887740921813,0.7101702621102559,False
audit-kuramoto-1-031,1,0.3465239522894397,0.7379962094695414,0.5818677152688798,0.42275558325076296,-0.8312884280417483,0.2686441526117166,0.6168809658704849,True
